scenario_id;data_type;split;monthly_loan_dkk;study_months;initial_debt_dkk;target_debt_dkk
2488;synthetic;test;1702;49;66000;168422.67
2489;synthetic;test;2200;76;16729;212104.38
2490;synthetic;train;2773;82;22012;290789.25
2491;synthetic;test;969;40;72474;124319.79
2492;synthetic;train;3644;67;79402;373196.51
2493;synthetic;train;1676;55;21119;126684.02
2494;synthetic;train;1759;16;2712;31815.17
2495;synthetic;train;3254;68;51076;312767.67
2496;synthetic;train;55;8;11177;11925.21
2497;synthetic;train;2724;18;25017;77175.74
2498;synthetic;test;3272;74;76306;372616.19
2499;synthetic;train;1176;49;20027;86266.41
2500;synthetic;train;3260;8;74441;102923.66
2501;synthetic;test;1943;64;45074;194589.88
2502;synthetic;train;600;64;63108;120954.11
2503;synthetic;test;1765;32;34381;97940.38
2504;synthetic;train;1828;22;28236;72174.93
2505;synthetic;test;1056;2;92785;95527.17
2506;synthetic;train;898;14;15117;28728.83
2507;synthetic;train;3755;41;32692;202697.87
2508;synthetic;train;1534;8;31367;44670.81
2509;synthetic;train;945;68;5841;79555.94
2510;synthetic;train;1616;67;83360;225674.67
2511;synthetic;train;1947;19;33698;74148.56
2512;synthetic;train;844;56;29264;87300.07
2513;synthetic;train;2396;56;93988;260979.58
2514;synthetic;train;1407;81;40072;183492.37
2515;synthetic;train;2586;56;81782;257988.66
2516;synthetic;train;1782;67;35534;178383.19
2517;synthetic;train;1866;42;70446;165266.62
2518;synthetic;test;2349;7;80907;99477.53
2519;synthetic;train;2880;9;96184;125464.13
2520;synthetic;train;2510;8;49140;70849.36
2521;synthetic;train;3177;24;93298;180562.76
2522;synthetic;test;1589;19;35645;69189.3
2523;synthetic;train;1994;58;92786;240319.47
2524;synthetic;train;740;81;52770;138006.32
2525;synthetic;train;485;78;34900;88508.81
2526;synthetic;train;2358;59;1340;155605.7
2527;synthetic;test;841;58;32477;93284.25
2528;synthetic;train;35;2;82645;83267.24
2529;synthetic;train;583;9;56233;63277.9
2530;synthetic;train;451;55;54410;92603.51
2531;synthetic;train;2465;42;77836;200811.08
2532;synthetic;test;2450;35;1537;92821.7
2533;synthetic;test;1039;12;1558;14362.96
2534;synthetic;train;1038;18;7674;27434.72
2535;synthetic;test;1187;43;17820;75526.23
2536;synthetic;test;1037;2;5040;7158.04
2537;synthetic;train;598;39;66610;100785.49
2538;synthetic;train;2995;53;61685;247465.83
2539;synthetic;train;3555;22;79817;167158.92
2540;synthetic;train;3560;48;84056;284207.17
2541;synthetic;train;522;74;56407;116030.21
2542;synthetic;test;841;6;71993;78550.1
2543;synthetic;train;1637;27;39026;89017.33
2544;synthetic;train;3765;36;7877;153112.32
2545;synthetic;train;1063;13;68583;85760.88
2546;synthetic;train;3041;71;63288;324112.37
2547;synthetic;train;2920;36;62775;182626.29
2548;synthetic;train;406;46;55747;85183.34
2549;synthetic;train;118;47;72294;90546.67
2550;synthetic;train;1396;46;28607;102846.31
2551;synthetic;test;1028;11;32784;45543.01
2552;synthetic;train;3052;79;63563;358905.87
2553;synthetic;train;2372;52;47591;191465.26
2554;synthetic;train;1607;53;78440;186868.5
2555;synthetic;train;1572;48;47018;137114.24
2556;synthetic;test;1084;25;7877;36866.61
2557;synthetic;test;1671;60;68559;194865.21
2558;synthetic;train;3745;4;76066;92190.55
2559;synthetic;train;3021;37;28298;151153.7
2560;synthetic;train;1356;58;86217;191467.57
2561;synthetic;train;2442;44;65263;191459.5
2562;synthetic;train;268;52;4214;20249.87
2563;synthetic;test;3644;75;50834;376191.2
2564;synthetic;train;1421;62;63758;176380.43
2565;synthetic;train;2680;44;23626;154553.24
2566;synthetic;train;278;24;52900;64255.49
2567;synthetic;train;1611;43;27770;106640.51
2568;synthetic;train;3563;31;84616;210356.29
2569;synthetic;train;1485;38;60387;128780.52
2570;synthetic;test;999;19;37919;60020.48
2571;synthetic;train;3056;13;43754;86355.85
2572;synthetic;test;2554;60;43441;222933.36
2573;synthetic;train;309;2;46997;47931.93
2574;synthetic;train;3078;3;88748;98934.14
2575;synthetic;train;2568;1;34371;37062.13
2576;synthetic;train;837;80;55478;149247.69
2577;synthetic;train;1231;24;56381;91875.72
2578;synthetic;test;19;22;16541;18231.83
2579;synthetic;train;2356;57;46704;204578.66
2580;synthetic;train;532;32;84290;111754.73
2581;synthetic;train;774;14;11152;22794.71
2582;synthetic;train;3103;11;58162;95153.81
2583;synthetic;test;3796;54;41231;274278.04
2584;synthetic;test;785;1;15556;16395.47
2585;synthetic;train;3621;13;1998;50272.48
2586;synthetic;train;3101;36;35699;159038.18
2587;synthetic;train;2726;44;91460;235266.96
2588;synthetic;test;1776;60;87887;225449.2
2589;synthetic;train;1761;24;97445;149617.71
2590;synthetic;train;861;4;57815;62062.53
2591;synthetic;train;3750;8;84940;117685.18
2592;synthetic;train;3155;79;42156;340384.35
2593;synthetic;train;968;44;14245;62435.73
2594;synthetic;train;3202;56;48333;255670.26
2595;synthetic;train;1960;60;52317;194258.01
2596;synthetic;train;3191;78;94979;407788.11
2597;synthetic;train;2356;63;31106;203770.15
2598;synthetic;train;144;34;87171;102805.95
2599;synthetic;test;507;46;19231;47655.83
2600;synthetic;train;1631;13;73475;98427.76
2601;synthetic;train;3079;64;70488;307197.42
2602;synthetic;train;893;45;10478;55592.66
2603;synthetic;train;1422;43;66850;142980.8
2604;synthetic;train;367;69;45890;86248.68
2605;synthetic;train;3348;45;54702;226334.95
2606;synthetic;test;2631;69;15762;224242.68
2607;synthetic;test;1942;3;47453;53794.04
2608;synthetic;test;3091;73;28352;291984.91
2609;synthetic;train;1468;47;39591;121102.51
2610;synthetic;train;676;26;40406;62447.07
2611;synthetic;test;1971;78;54485;246460.07
2612;synthetic;test;1471;56;77306;183844.5
2613;synthetic;test;1635;42;21783;98873.79
2614;synthetic;train;3286;73;17491;294277.2
2615;synthetic;train;1314;23;92295;131097.51
2616;synthetic;test;247;18;31491;38024.45
2617;synthetic;train;2128;21;53662;103909.79
2618;synthetic;test;2839;70;9906;236660.7
2619;synthetic;train;527;8;90994;97728.74
2620;synthetic;test;2477;45;79092;212312.74
2621;synthetic;train;2227;20;51017;100660.32
2622;synthetic;train;2672;4;60634;72223.87
2623;synthetic;train;1888;6;26355;38347.4
2624;synthetic;train;1704;29;29006;83910.19
2625;synthetic;train;2466;34;49770;144651.27
2626;synthetic;train;3033;8;35990;61591.81
2627;synthetic;train;277;78;18565;48777.5
2628;synthetic;train;3115;17;32405;88863.33
2629;synthetic;train;2311;70;17781;204912.61
2630;synthetic;train;809;75;32196;110356.09
2631;synthetic;train;797;63;9113;67193.91
2632;synthetic;train;3294;74;85652;386420.89
2633;synthetic;train;1122;10;42542;55409.28
2634;synthetic;train;1271;81;63170;201071.74
2635;synthetic;train;3588;64;71492;344805.14
2636;synthetic;train;425;6;4649;7322.68
2637;synthetic;train;2254;17;98908;144153.01
2638;synthetic;train;504;80;66764;133402.45
2639;synthetic;train;402;5;39597;42291.54
2640;synthetic;train;1288;27;52856;94271.78
2641;synthetic;train;492;11;69480;77591.95
2642;synthetic;test;3763;24;93193;195114.29
2643;synthetic;train;1310;29;9035;49900.33
2644;synthetic;test;1608;42;66377;148938.07
2645;synthetic;train;601;16;43209;55465.05
2646;synthetic;test;264;13;62908;69202.36
2647;synthetic;train;3624;49;14498;210260.85
2648;synthetic;test;3765;44;71685;261688.15
2649;synthetic;train;748;49;7636;48864.2
2650;synthetic;train;2377;17;90952;137888.81
2651;synthetic;train;208;55;13939;29313.38
2652;synthetic;test;2611;42;96749;229153.33
2653;synthetic;train;2476;32;8734;93459.09
2654;synthetic;train;2263;38;5251;97779.3
2655;synthetic;train;2208;18;23422;65894.51
2656;synthetic;train;34;32;21827;25429.57
2657;synthetic;train;272;37;22013;35625.0
2658;synthetic;train;509;40;6324;29037.92
2659;synthetic;test;3763;40;99627;275077.31
2660;synthetic;train;3349;83;54273;392219.02
2661;synthetic;train;1607;61;8068;118750.11
2662;synthetic;train;3192;28;741;94641.65
2663;synthetic;test;903;21;1412;21188.21
2664;synthetic;train;2540;8;84670;107581.56
2665;synthetic;train;1722;61;33966;158267.58
2666;synthetic;test;501;16;64588;76367.09
2667;synthetic;train;2721;23;35711;103700.19
2668;synthetic;train;3591;72;41304;345129.2
2669;synthetic;train;915;26;53839;83595.64
2670;synthetic;train;2153;16;6583;42383.48
2671;synthetic;train;1882;67;15246;160545.95
2672;synthetic;train;1551;14;24213;47632.52
2673;synthetic;train;2326;25;26378;89404.71
2674;synthetic;train;3783;15;18928;78178.8
2675;synthetic;train;3533;47;4300;185068.26
2676;synthetic;train;1614;48;25319;113846.53
2677;synthetic;train;2083;55;25061;156023.09
2678;synthetic;train;3087;39;96347;238467.79
2679;synthetic;train;333;28;72127;88959.16
2680;synthetic;test;3400;19;98026;171221.16
2681;synthetic;test;734;35;31488;62668.89
2682;synthetic;train;1612;76;73255;233965.05
2683;synthetic;train;3026;22;94690;171066.93
2684;synthetic;train;1655;55;69772;183839.3
2685;synthetic;train;2519;51;48003;197129.7
2686;synthetic;train;2461;77;38977;266709.28
2687;synthetic;train;1941;16;35506;69398.51
2688;synthetic;train;2933;54;21114;199064.17
2689;synthetic;train;2075;69;12402;176817.74
2690;synthetic;test;235;33;65655;81486.32
2691;synthetic;train;1190;69;84684;198998.07
2692;synthetic;train;2023;32;4171;73061.9
2693;synthetic;train;3121;76;44239;327306.81
2694;synthetic;train;1962;64;69537;226216.86
2695;synthetic;train;514;57;92465;144092.68
2696;synthetic;train;2852;41;52316;185456.98
2697;synthetic;test;987;56;24149;89954.66
2698;synthetic;train;1299;23;33532;67301.09
2699;synthetic;train;1393;7;71752;83324.94
2700;synthetic;train;1675;80;18088;177391.94
2701;synthetic;train;2542;16;54717;99553.15
2702;synthetic;train;1865;38;65471;149968.23
2703;synthetic;train;3147;27;84966;182004.9
2704;synthetic;train;702;25;31067;52093.34
2705;synthetic;train;3622;10;39511;77738.69
2706;synthetic;train;1612;68;48590;184143.1
2707;synthetic;train;3673;63;70366;344650.59
2708;synthetic;train;2861;14;44905;88116.55
2709;synthetic;train;2227;18;11877;53989.87
2710;synthetic;train;515;67;65688;120813.65
2711;synthetic;train;1068;62;69522;159117.41
2712;synthetic;train;3102;77;88224;386690.33
2713;synthetic;test;687;65;39286;98708.33
2714;synthetic;train;1531;55;60219;164871.15
2715;synthetic;train;1594;84;17482;177860.41
2716;synthetic;train;368;3;81424;83352.34
2717;synthetic;train;1545;37;64921;134362.15
2718;synthetic;train;1654;49;5845;95054.81
2719;synthetic;train;593;79;45069;112292.02
2720;synthetic;test;636;32;33479;58751.81
2721;synthetic;train;1041;25;72927;106437.09
2722;synthetic;train;405;27;46795;62654.59
2723;synthetic;train;2052;74;92323;290567.63
2724;synthetic;train;1130;46;2235;58867.73
2725;synthetic;train;2344;13;7324;38840.39
2726;synthetic;train;2552;15;47738;89498.26
2727;synthetic;test;383;63;76482;121210.66
2728;synthetic;train;2184;71;43680;230527.69
2729;synthetic;train;708;13;21927;32318.05
2730;synthetic;train;761;28;21434;45896.64
2731;synthetic;train;2246;13;62180;94817.48
2732;synthetic;train;1269;58;51292;143532.01
2733;synthetic;test;3439;37;29504;169003.58
2734;synthetic;train;2238;56;43924;190917.61
2735;synthetic;train;2126;40;30584;126049.52
2736;synthetic;train;1191;77;67534;191959.95
2737;synthetic;test;362;81;71200;126937.86
2738;synthetic;train;190;62;58962;85578.21
2739;synthetic;train;3478;42;51858;216674.98
2740;synthetic;train;1195;28;61792;102953.26
2741;synthetic;train;3145;75;77081;367298.84
2742;synthetic;train;2317;43;33960;146474.56
2743;synthetic;train;2917;27;26787;111848.08
2744;synthetic;train;3297;50;35422;221491.2
2745;synthetic;train;3287;81;31798;347728.52
2746;synthetic;train;1981;41;70165;167589.69
2747;synthetic;train;3613;47;79821;277451.81
2748;synthetic;train;2263;75;40459;245032.8
2749;synthetic;train;1463;36;99651;168379.62
2750;synthetic;train;2323;13;4089;35182.91
2751;synthetic;train;1971;68;47927;210752.13
2752;synthetic;train;2128;68;51634;227400.84
2753;synthetic;train;3452;54;73114;292053.94
2754;synthetic;train;2969;53;5006;178344.89
2755;synthetic;train;1624;12;51033;73027.61
2756;synthetic;train;544;43;34384;64863.88
2757;synthetic;train;77;11;50305;53044.71
2758;synthetic;train;299;72;75870;120777.68
2759;synthetic;train;2695;15;79571;125163.69
2760;synthetic;train;2411;33;41;84281.86
2761;synthetic;train;2010;67;3348;155299.35
2762;synthetic;train;199;33;51157;64047.68
2763;synthetic;test;1802;36;25521;97801.63
2764;synthetic;train;227;3;9881;10665.68
2765;synthetic;test;2623;67;43509;251577.92
2766;synthetic;train;294;35;98565;121671.8
2767;synthetic;train;949;42;53783;104699.86
2768;synthetic;train;1253;37;47174;102773.31
2769;synthetic;train;1801;61;58087;193169.3
2770;synthetic;train;202;1;41069;41408.57
2771;synthetic;test;3449;4;7108;21114.6
2772;synthetic;train;2581;38;23063;130895.12
2773;synthetic;train;788;56;52378;111696.01
2774;synthetic;train;2425;24;52637;117701.54
2775;synthetic;train;3268;27;39636;135837.34
2776;synthetic;train;622;54;3251;40747.34
2777;synthetic;test;945;60;1940;65230.09
2778;synthetic;train;3758;34;39870;180152.28
2779;synthetic;train;2038;54;45955;175762.49
2780;synthetic;train;3360;81;20035;339124.31
2781;synthetic;train;2685;26;99567;181605.98
2782;synthetic;train;962;25;71424;102740.77
2783;synthetic;train;2998;11;55556;91272.29
2784;synthetic;train;1313;52;55673;140854.23
2785;synthetic;train;3746;79;65399;424106.48
2786;synthetic;train;2581;76;18349;247192.35
2787;synthetic;train;2757;65;12738;216210.06
2788;synthetic;train;3348;59;34713;260864.62
2789;synthetic;train;1840;42;91880;188741.89
2790;synthetic;test;3683;68;65221;363295.51
2791;synthetic;train;395;77;13391;52026.81
2792;synthetic;train;633;6;94775;100528.93
2793;synthetic;train;1874;20;8077;47452.8
2794;synthetic;train;1565;61;99457;227862.44
2795;synthetic;train;2098;51;83589;215858.48
2796;synthetic;train;3426;24;99190;193176.14
2797;synthetic;train;1972;79;11748;193762.11
2798;synthetic;train;370;75;67257;117896.28
2799;synthetic;train;665;76;10236;70783.05
2800;synthetic;train;2592;18;7059;55656.48
2801;synthetic;train;3063;72;10581;263059.66
2802;synthetic;train;353;52;2870;23485.5
2803;synthetic;train;2835;77;75108;346271.49
2804;synthetic;train;876;16;68060;86201.84
2805;synthetic;test;234;46;44881;63955.94
2806;synthetic;train;2829;18;76233;133504.3
2807;synthetic;train;2657;21;35669;96139.92
2808;synthetic;train;250;38;26060;39716.58
2809;synthetic;test;431;48;56755;89054.13
2810;synthetic;train;326;16;8260;14078.0
2811;synthetic;train;2580;29;7116;86517.05
2812;synthetic;train;727;82;25575;102253.89
2813;synthetic;train;2601;40;18173;132227.9
2814;synthetic;train;1168;2;74699;77545.52
2815;synthetic;train;1270;42;15281;74916.06
2816;synthetic;train;3132;19;56628;121855.94
2817;synthetic;train;3316;60;60321;294231.94
2818;synthetic;train;3374;15;96356;153268.67
2819;synthetic;test;2115;35;25578;107376.58
2820;synthetic;train;2830;83;69011;361949.04
2821;synthetic;train;124;40;73232;88972.68
2822;synthetic;train;1510;65;70729;197565.12
2823;synthetic;train;255;47;17187;33091.51
2824;synthetic;test;1848;33;80690;154621.9
2825;synthetic;train;3298;39;53700;198712.15
2826;synthetic;train;2379;56;63537;223242.4
2827;synthetic;train;2975;83;82813;394026.1
2828;synthetic;train;511;41;46129;75357.34
2829;synthetic;train;1933;45;71801;177391.99
2830;synthetic;train;1599;23;45759;87683.57
2831;synthetic;train;3247;27;2078;94154.24
2832;synthetic;test;3709;17;60285;128772.42
2833;synthetic;train;3040;24;34026;112934.16
2834;synthetic;train;1065;13;15294;30142.55
2835;synthetic;train;709;39;53076;90006.08
2836;synthetic;train;60;72;67591;90780.31
2837;synthetic;train;268;71;3048;25359.98
2838;synthetic;train;2130;40;50214;148645.82
2839;synthetic;train;3633;78;27901;360259.77
2840;synthetic;train;2202;81;72886;300490.47
2841;synthetic;test;3373;37;28313;165053.47
2842;synthetic;test;1940;69;92882;267582.45
2843;synthetic;test;2606;60;51182;235844.11
2844;synthetic;train;1214;36;49771;102612.39
2845;synthetic;train;3098;47;79308;250607.75
2846;synthetic;train;103;64;50707;70101.53
2847;synthetic;test;3793;40;47851;217215.3
2848;synthetic;train;484;68;70153;124962.44
2849;synthetic;test;3277;8;21160;48343.21
2850;synthetic;train;3332;4;50820;64940.44
2851;synthetic;train;1538;79;85674;250636.47
2852;synthetic;train;3407;25;58751;152814.08
2853;synthetic;test;2660;82;734;252164.15
2854;synthetic;train;3712;30;12827;131477.09
2855;synthetic;train;2338;66;12975;189014.71
2856;synthetic;train;154;76;93371;133579.66
2857;synthetic;train;593;76;90980;168526.27
2858;synthetic;train;3790;19;57879;136115.74
2859;synthetic;train;3778;76;60475;405123.57
2860;synthetic;train;749;8;25917;32698.8
2861;synthetic;test;248;17;7492;12272.8
2862;synthetic;test;2896;50;51789;218970.22
2863;synthetic;train;3076;35;40296;159644.13
2864;synthetic;train;786;38;17451;51695.07
2865;synthetic;train;2239;84;53304;287850.01
2866;synthetic;train;1136;58;82001;172255.99
2867;synthetic;test;1792;22;71386;117779.45
2868;synthetic;test;711;84;31781;111052.35
2869;synthetic;train;1331;62;1221;93305.46
2870;synthetic;test;770;11;39106;49205.32
2871;synthetic;train;2103;16;34426;70926.11
2872;synthetic;train;2934;79;1427;267406.24
2873;synthetic;train;2384;3;52036;59757.88
2874;synthetic;train;3341;68;23272;284553.01
2875;synthetic;train;982;66;81974;174709.64
2876;synthetic;train;1067;1;44446;45664.71
2877;synthetic;test;2354;38;93476;201589.3
2878;synthetic;train;3091;67;2028;234921.1
2879;synthetic;train;3243;64;39695;280812.43
2880;synthetic;train;2240;70;90623;291256.03
2881;synthetic;train;2093;4;61854;71124.86
2882;synthetic;train;2584;5;81731;96152.07
2883;synthetic;train;765;75;55096;135993.51
2884;synthetic;train;1224;5;1786;7997.43
2885;synthetic;train;2817;32;84006;188722.44
2886;synthetic;train;875;78;94158;200119.86
2887;synthetic;train;386;55;93972;136181.97
2888;synthetic;test;1227;6;87549;96763.01
2889;synthetic;train;1801;3;84025;90307.15
2890;synthetic;train;2579;6;25867;42044.21
2891;synthetic;test;69;81;2494;9691.0
2892;synthetic;train;3024;43;58273;207265.97
2893;synthetic;test;3084;76;12742;283541.05
2894;synthetic;train;67;11;68251;71547.57
2895;synthetic;train;2160;8;23429;41602.33
2896;synthetic;test;2041;62;34340;182985.3
2897;synthetic;train;3608;84;76604;451562.49
2898;synthetic;train;1726;74;72790;238181.0
2899;synthetic;train;1974;38;83232;174546.04
2900;synthetic;test;2116;16;99982;140281.2
2901;synthetic;test;259;59;65595;96737.59
2902;synthetic;test;2227;5;49260;61333.34
2903;synthetic;train;3391;21;69156;148042.76
2904;synthetic;train;3263;80;51614;366943.21
2905;synthetic;test;1192;59;48616;136999.16
2906;synthetic;train;2382;63;71029;254830.42
2907;synthetic;train;922;64;54185;132918.35
2908;synthetic;train;3536;56;89181;325480.57
2909;synthetic;train;3719;84;74471;459517.1
2910;synthetic;train;2269;10;38612;63028.72
2911;synthetic;test;1806;66;58877;206859.44
2912;synthetic;train;1668;13;71581;96942.43
2913;synthetic;train;1641;4;28400;35399.45
2914;synthetic;train;3341;10;40614;76016.98
2915;synthetic;test;1945;8;16563;32805.08
2916;synthetic;train;3573;50;21034;219537.99
2917;synthetic;train;644;36;72360;106240.26
2918;synthetic;train;2775;17;72563;125402.14
2919;synthetic;train;3405;20;2620;73334.9
2920;synthetic;train;3643;44;77646;262798.56
2921;synthetic;test;1216;26;22507;57620.12
2922;synthetic;train;824;40;10578;47397.13
2923;synthetic;train;3199;43;91528;253740.38
2924;synthetic;train;1908;26;51491;108048.2
2925;synthetic;train;586;70;72014;137172.39
2926;synthetic;train;559;49;53799;93127.54
2927;synthetic;train;763;11;76030;87427.44
2928;synthetic;test;1003;44;24771;76282.73
2929;synthetic;train;2482;5;35934;49071.55
2930;synthetic;train;2078;37;61239;151219.16
2931;synthetic;train;685;38;75652;113643.51
2932;synthetic;train;1267;14;84775;107005.97
2933;synthetic;train;2957;58;79801;286281.02
2934;synthetic;test;2959;63;50943;270569.08
2935;synthetic;train;73;51;27313;36429.42
2936;synthetic;train;2938;40;90528;229326.97
2937;synthetic;train;2263;47;91923;222807.21
2938;synthetic;train;1805;32;37151;102374.51
2939;synthetic;test;3325;64;16343;257776.07
2940;synthetic;train;1871;32;64670;135217.99
2941;synthetic;train;198;60;74249;103828.72
2942;synthetic;train;861;13;62754;76986.09
2943;synthetic;test;976;80;77524;190780.26
2944;synthetic;test;3629;45;93849;285469.49
2945;synthetic;test;53;25;223;1626.31
2946;synthetic;test;2574;43;28767;152383.22
2947;synthetic;test;1158;55;18031;91659.88
2948;synthetic;train;1955;52;23998;139702.45
2949;synthetic;test;868;30;59221;92868.25
2950;synthetic;train;966;32;54344;93122.64
2951;synthetic;train;709;48;13810;53164.01
2952;synthetic;test;541;20;28651;41829.61
2953;synthetic;test;113;81;30813;50868.66
2954;synthetic;train;3057;76;80064;367897.56
2955;synthetic;test;3159;9;37200;67240.08
2956;synthetic;train;2835;49;565;151798.66
2957;synthetic;train;2155;68;82874;268637.71
2958;synthetic;train;1458;20;30955;63287.82
2959;synthetic;train;1126;30;30178;68929.15
2960;synthetic;train;1737;4;27520;34894.86
2961;synthetic;train;1195;13;87792;107575.71
2962;synthetic;test;2566;77;56158;298138.87
2963;synthetic;train;416;76;45806;95021.0
2964;synthetic;train;2600;33;49428;146004.75
2965;synthetic;test;1859;24;55472;106607.51
2966;synthetic;train;2788;2;13091;18782.33
2967;synthetic;train;3200;48;97367;281055.79
2968;synthetic;train;2297;55;89902;246824.74
2969;synthetic;train;2509;28;52798;131705.72
2970;synthetic;train;895;29;68028;102214.37
2971;synthetic;train;566;57;58406;106189.07
2972;synthetic;train;1171;4;70463;76130.37
2973;synthetic;train;3133;62;42091;267832.28
2974;synthetic;train;2483;35;35826;132573.3
2975;synthetic;test;1243;18;96936;126016.01
2976;synthetic;test;2531;15;86504;129924.92
2977;synthetic;test;574;50;16553;50827.43
2978;synthetic;train;1372;56;99913;204978.22
2979;synthetic;train;3769;76;23547;356789.29
2980;synthetic;train;355;77;92315;150485.05
2981;synthetic;test;1058;2;64790;67349.24
2982;synthetic;train;289;4;93715;96136.46
2983;synthetic;train;1883;10;65457;86850.63
2984;synthetic;train;1402;46;89887;174561.73
2985;synthetic;train;903;55;82850;154081.53
2986;synthetic;train;1610;82;44831;210938.33
2987;synthetic;train;1744;75;63592;230437.13
2988;synthetic;train;3301;67;71237;337204.74
2989;synthetic;train;917;34;86445;129865.82
2990;synthetic;train;2340;24;32735;94017.6
2991;synthetic;train;2948;15;11210;57201.51
2992;synthetic;train;2907;25;76542;159092.16
2993;synthetic;train;2027;84;52492;266195.82
2994;synthetic;train;3296;72;21198;295539.17
2995;synthetic;train;3785;63;10721;278956.85
2996;synthetic;train;22;23;1624;2279.93
2997;synthetic;test;1358;84;47892;195167.96
2998;synthetic;train;90;42;21910;29260.26
2999;synthetic;train;3253;8;77056;105552.37
3000;synthetic;test;1694;2;67314;71168.47
3001;synthetic;test;1729;65;61808;202408.13
3002;synthetic;train;2991;39;793;125667.21
3003;synthetic;train;496;39;39747;65945.0
3004;synthetic;test;3018;35;86019;208858.62
3005;synthetic;train;713;33;75631;109320.73
3006;synthetic;train;471;27;75186;95582.23
3007;synthetic;train;2238;66;51573;229699.99
3008;synthetic;train;3264;74;97456;398999.43
3009;synthetic;train;463;50;11426;38723.8
3010;synthetic;train;869;26;64615;94094.19
3011;synthetic;test;1638;73;29854;173637.61
3012;synthetic;test;2345;65;98031;292153.12
3013;synthetic;train;932;62;8477;74703.38
3014;synthetic;train;2065;35;95855;184475.62
3015;synthetic;train;2938;78;85057;372356.06
3016;synthetic;train;1560;62;3046;111343.69
3017;synthetic;train;2119;4;72419;81936.29
3018;synthetic;train;3673;58;83994;337249.34
3019;synthetic;train;890;84;55076;159237.01
3020;synthetic;train;2562;65;63959;265626.26
3021;synthetic;test;1205;52;65397;146273.89
3022;synthetic;train;3257;41;50180;200829.48
3023;synthetic;test;1912;10;9005;28783.77
3024;synthetic;train;77;56;41886;55214.26
3025;synthetic;train;3289;59;14143;231979.53
3026;synthetic;test;380;31;92095;114532.74
3027;synthetic;train;184;16;2963;6153.85
3028;synthetic;train;1571;84;68372;242930.35
3029;synthetic;train;1875;13;35552;62075.19
3030;synthetic;train;1993;24;70506;126244.95
3031;synthetic;train;3724;18;25225;95977.46
3032;synthetic;train;479;61;46172;89013.63
3033;synthetic;train;1078;19;7049;28687.66
3034;synthetic;train;1809;58;23503;144431.11
3035;synthetic;train;6;40;67575;77453.28
3036;synthetic;test;1310;22;15429;46551.94
3037;synthetic;train;2835;73;76975;332789.45
3038;synthetic;train;1969;61;39692;182015.32
3039;synthetic;train;93;31;70374;81063.59
3040;synthetic;train;2459;84;99750;370632.29
3041;synthetic;test;921;1;27424;28439.48
3042;synthetic;train;3329;69;9875;271066.4
3043;synthetic;train;609;48;66059;109249.22
3044;synthetic;train;3732;64;21185;292845.46
3045;synthetic;train;141;54;55376;74632.15
3046;synthetic;train;3502;49;50124;245692.7
3047;synthetic;test;1153;8;87635;99362.83
3048;synthetic;train;3139;14;70389;118806.63
3049;synthetic;train;1383;37;84867;150532.41
3050;synthetic;test;3199;17;30761;88595.23
3051;synthetic;train;3121;78;7906;288664.75
3052;synthetic;train;3167;42;59031;210881.79
3053;synthetic;test;286;58;67791;100550.96
3054;synthetic;train;2518;67;94606;307543.52
3055;synthetic;train;3229;63;98127;347714.71
3056;synthetic;train;2563;57;54206;226661.51
3057;synthetic;train;2922;6;50576;69333.66
3058;synthetic;train;1616;77;7256;151439.13
3059;synthetic;test;2446;16;88356;133451.52
3060;synthetic;train;3237;20;87171;160224.61
3061;synthetic;train;1887;82;72982;274080.23
3062;synthetic;train;130;18;40360;45266.98
3063;synthetic;train;803;12;97805;111637.1
3064;synthetic;train;3302;37;21502;154549.8
3065;synthetic;test;690;77;33146;103485.2
3066;synthetic;train;47;34;45434;52571.43
3067;synthetic;train;2367;29;92302;173838.09
3068;synthetic;test;2445;83;36702;282496.56
3069;synthetic;test;2476;31;69992;158587.56
3070;synthetic;train;2833;28;93768;186200.65
3071;synthetic;train;3257;76;21780;310164.94
3072;synthetic;test;2727;9;10551;35827.51
3073;synthetic;test;3698;13;86414;139445.24
3074;synthetic;train;1637;26;7349;52544.73
3075;synthetic;test;2565;61;46702;230979.09
3076;synthetic;test;3077;28;55168;151003.41
3077;synthetic;train;1089;49;13602;74065.5
3078;synthetic;train;1809;47;55654;157262.21
3079;synthetic;train;1697;55;51219;164099.12
3080;synthetic;train;1076;19;64772;90138.93
3081;synthetic;train;3566;64;63859;333788.57
3082;synthetic;train;3501;76;50647;368474.02
3083;synthetic;test;415;54;62285;99137.02
3084;synthetic;train;1053;72;86996;196361.96
3085;synthetic;train;1257;41;19514;77676.92
3086;synthetic;train;677;23;36579;55698.0
3087;synthetic;train;1037;13;44720;60496.89
3088;synthetic;test;2369;28;53355;128201.85
3089;synthetic;train;1030;60;64851;147698.41
3090;synthetic;test;3648;5;85314;105168.63
3091;synthetic;train;1293;6;68975;78215.07
3092;synthetic;train;652;15;97966;113025.18
3093;synthetic;train;839;46;20066;65159.29
3094;synthetic;train;471;1;1604;2081.92
3095;synthetic;train;1800;37;3895;75397.13
3096;synthetic;test;1328;23;57132;93472.69
3097;synthetic;train;3780;59;91840;358593.9
3098;synthetic;train;730;19;75081;94323.23
3099;synthetic;train;1178;72;46370;154923.39
3100;synthetic;train;763;71;55046;130926.64
3101;synthetic;train;3050;38;12624;138078.45
